Burst,Pause,Syntactic.Context.of.the.pause,Distance.to.theme.after,Distance.to.theme.before,Thematic.element.with.pause,Thematic.element.without.pause,Non.Themetic.with.pause,Non.Thematic.without.pause,topical,evaluative,thematized.CA,marked,enhanced,textual,file_id
online.,9.053,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
"Especially form <BACKSPACE4>rom the perspective of women, one h<BACKSPACE1>can understan t<BACKSPACE2>d the re<BACKSPACE1>isks associated iwth <BACKSPACE5>with meeting new people",1.488,end sentence,0,63,1,1,1,2,NA,1,1,NA,NA,NA,17
.,20.031,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
Th<BACKSPACE2>,14.592,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
In this day and ages and with the,3.857,mid PP,0,0,1,NA,NA,NA,NA,NA,2,NA,NA,NA,17
advacnes <BACKSPACE7>,2.381,mid word,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"ances <BACKSPACE6>vances in wso<BACKSPACE3>social medai<BACKSPACE2>ia, it is quite easy to make connection <BACKSPACE1>s with peope <BACKSPACE2>le online. We saw the potential of such",10.642,mid NP,80,25,NA,1,1,3,1,NA,NA,NA,NA,NA,17
platforms for pri<BACKSPACE1>ovidng <BACKSPACE3>ing,1.073,end VP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
high quaility,1.533,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
r<BACKSPACE1>,21.986,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
ff<BACKSPACE2>,15.181,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
meetings and,1.439,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<BACKSPACE4>,1.663,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
i<BACKSPACE1>dri<BACKSPACE1>u<BACKSPACE2>uring the,1.744,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"Covid era <BACKSPACE1>. <BACKSPACE2>, fir<BACKSPACE2>or instance.",4.402,end sentence,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,17
"so, <BACKSPACE4>So,",1.374,end NP,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,17
it is not much,2.416,end sentence,5,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,17
of a drag to,1.566,mid VP,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
have your first q<BACKSPACE1>couple of dats<BACKSPACE1>es,1.055,end NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
using,1.392,end VP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
such,1.297,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
online platform <BACKSPACE1>s to,7.085,mid VP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
<BACKSPACE3>fro <BACKSPACE3>or,1.264,mid PP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
your first coi<BACKSPACE1>ule <BACKSPACE3>ple of dates.,3.455,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"Also <BACKSPACE1>,",2.333,end NP,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,17
this maes <BACKSPACE3>kes much sense,3.262,end sentence,4,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,17
in ters<BACKSPACE1>ms off <BACKSPACE2> the amount of money,1.054,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
you,1.056,end NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
would want to sep<BACKSPACE2>pend in<BACKSPACE2>oa<BACKSPACE1>n a a<BACKSPACE1>date.,28.444,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
The main,1.135,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
b<BACKSPACE1>sd<BACKSPACE1>f<BACKSPACE2>,5.839,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<BACKSPACE9>,10.528,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
The worst possible,1.009,mid NP,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,17
outcome of <BACKSPACE1>a bad,1.279,mid NP,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
onoin<BACKSPACE3>line datte wo<BACKSPACE4>e<BACKSPACE2>e would the,1.374,mid NP,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<BACKSPACE4>th,1.211,mid word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
e wasting to<BACKSPACE2>of the<BACKSPACE3>your time that coulb ha<BACKSPACE4>d have been dedua<BACKSPACE2>idated<BACKSPACE5>cated to other,2.125,mid NP,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,17
a<BACKSPACE1>thjon<BACKSPACE3>in. <BACKSPACE2>gs.,2.19,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"However,",6.143,end NP,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,17
"in the <BACKSPACE4>a real-life date,",4.944,end PP,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,17
the p,1.855,mid word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<BACKSPACE2>,1.311,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
re is a,1.63,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"great ponte<BACKSPACE3>tent<BACKSPACE23>of th<BACKSPACE5>if the date doese,<BACKSPACE1>m<BACKSPACE1>nn<BACKSPACE1>;t <BACKSPACE3>'t go as planned <BACKSPACE1>, you also have the risl <BACKSPACE2>k of",1.695,mid NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
losing,1.149,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"you r <BACKSPACE2>r<BACKSPACE2>r p<BACKSPACE1>money, in addition to your time.",66.4,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
Thi <BACKSPACE1>s,1.005,end NP,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,17
is,1.166,end VP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
only a,4.735,mid NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
<BACKSPACE5>,1.183,mid word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
n<BACKSPACE1>ly minor problem compated<BACKSPACE3>red ot the <BACKSPACE7>to the,1.087,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
other makpor<BACKSPACE4>jor issues that could,1.312,mid VP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
potna<BACKSPACE2>entially afffect t<BACKSPACE6>ect the,4.048,mid NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
outcome of the,1.468,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
online <BACKSPACE7>real*<BACKSPACE1>-life date and lead to,1.471,end VP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
a negative experice<BACKSPACE2>nce.,1.119,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
<SPACE>,25.904,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<UP11><DOWN2><LEFT24>,1.055,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<SPACE>,3.506,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
I thinb,1.405,end VP,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,17
<BACKSPACE1>k <BACKSPACE1> broadl <BACKSPACE1>y <BACKSPACE8>very broadly,1.568,end NP,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,17
"<BACKSPACE1>,",1.392,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
it would be wise for the,1.456,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
first couple of <LEFT32>actia<BACKSPACE2>ually <RIGHT32>dates to be onle<BACKSPACE1>ine.,20.865,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
<DOWN9><RIGHT7>,1.439,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<ENTER1>,1.695,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
Another issue that one mihgt <BACKSPACE4>ght take into considet<BACKSPACE1>ration would be he <BACKSPACE3>,9.615,end VP,0,8,1,NA,NA,1,1,NA,NA,NA,NA,NA,17
the goal of the indii<BACKSPACE1>vidual for the date.,25.104,end sentence,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,17
"Spei<BACKSPACE1>cifically speaking, if the",1.79,mid NP,0,0,2,NA,NA,NA,1,1,NA,NA,NA,NA,17
aim of the date for<BACKSPACE3>is to look for you r<BACKSPACE2>r long*ye<BACKSPACE3>-term partnern<BACKSPACE4>ner <BACKSPACE1>,4.208,end clause,0,37,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
",",9.455,end clause,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
one van<BACKSPACE3>cna <BACKSPACE3>an,1.68,mid VP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
have a,3.967,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<BACKSPACE1>,1.472,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
general u<BACKSPACE1>,1.023,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
underdan<BACKSPACE8>,14.207,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
understanding of the person,2.706,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
in online d<BACKSPACE2> datea<BACKSPACE1>s.,3.358,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"However,",1.536,end NP,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,17
it owu<BACKSPACE3>would ver<BACKSPACE3>certainly be unwise,3.023,end sentence,9,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,17
to be,1.31,mid VP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"limited ot <BACKSPACE3>to ths<BACKSPACE1>ose online dates,",1.649,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
<BACKSPACE2>.,86.768,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"On the other hand,",3.743,end PP,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,17
you have <BACKSPACE4>c<BACKSPACE2>can esa<BACKSPACE2>asily imagine a,1.804,mid NP,0,24,1,NA,1,1,1,NA,NA,NA,NA,NA,17
scenario whenre <BACKSPACE4>re,1.409,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
woul <BACKSPACE5>you,1.794,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
would be,1.759,end VP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
looking for the <BACKSPACE4>a shor,1.119,mid word,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
"t-terms <BACKSPACE2> relato<BACKSPACE1>ionship with someone, <BACKSPACE2> (a",1.009,mid NP,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,17
"<BACKSPACE1>nd bee<BACKSPACE1>ing quite opne<BACKSPACE1>e<BACKSPACE2>en about it),",4.815,end sentence,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,17
and,3.376,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
a couple of online dates,1.533,end NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
being,1.151,end VP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
f<BACKSPACE1>suffie<BACKSPACE1>co<BACKSPACE1>e<BACKSPACE1>ient for t<BACKSPACE1>such,2.399,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
rel<BACKSPACE1>lationships.,4.336,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
The,1.36,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
important <BACKSPACE14>,56.287,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
Inters,1.775,mid word,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,17
"<BACKSPACE1>estingly, on both",1.712,mid PP,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,17
occasions having fo<BACKSPACE2>your first couple of dates online make <BACKSPACE1>s,2.736,end VP,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,17
much sense.,14.241,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
<UP18><RIGHT12>,32.512,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<DOWN5><LEFT58><RIGHT31><LEFT3>,3.008,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<DOWN2><RIGHT1><UP1><RIGHT14><LEFT2><RIGHT3>,5.312,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<RIGHT2><ENTER1><LEFT4><RIGHT1>,9.871,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
and making the best of these,1.055,mid NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
technologies,37.627,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<RIGHT2>,24.047,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<DOWN5><UP1><RIGHT14><HIGHLIGHT 1032:1031><HIGHLIGHT 1033:1031><HIGHLIGHT 1034:1031><HIGHLIGHT 1035:1031><HIGHLIGHT 1036:1031><HIGHLIGHT 1037:1031><HIGHLIGHT 1038:1031><HIGHLIGHT 1039:1031><HIGHLIGHT 1040:1031><HIGHLIGHT 1041:1031><RIGHT10><REPLACED>a significant amount f<BACKSPACE1>of money,3.839,end NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
<DOWN1>,1.392,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<DOWN1>,10.69,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<LEFT46><UP1><LEFT11>,6.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
While ot <BACKSPACE3>it is obvou<BACKSPACE2>ious that,1.119,end NP,6,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,17
t<BACKSPACE1>,11.47,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
you would be able to,1.967,mid NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
have a,1.121,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"<BACKSPACE7>for m<BACKSPACE2>m a deeper connectuo<BACKSPACE2>ion in a real-life date, <RIGHT1><HIGHLIGHT 92:93><REPLACED>h<DOWN2><UP1><DOWN1>",3.31,end NP,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,17
<LEFT3> in real-life,2.895,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
for the first time,42.367,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
<DOWN2><UP1><RIGHT10><BACKSPACE1>,79.744,end PP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<HIGHLIGHT 683:673><HIGHLIGHT 684:673><HIGHLIGHT 685:673><HIGHLIGHT 686:673><HIGHLIGHT 687:673><HIGHLIGHT 688:673><HIGHLIGHT 689:673><HIGHLIGHT 690:673><HIGHLIGHT 691:673><RIGHT9><HIGHLIGHT 692:673><RIGHT1><HIGHLIGHT 693:673><RIGHT1><HIGHLIGHT 694:673><RIGHT1>,2.079,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<REPLACED>would not ti<BACKSPACE2>be too problematic,5.807,end NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17
<RIGHT67><LEFT3><HIGHLIGHT 766:765><HIGHLIGHT 767:765><HIGHLIGHT 768:765><HIGHLIGHT 769:765><HIGHLIGHT 770:765><HIGHLIGHT 771:765><HIGHLIGHT 772:765><HIGHLIGHT 773:765><HIGHLIGHT 774:765><HIGHLIGHT 775:765><HIGHLIGHT 776:765><RIGHT11><HIGHLIGHT 777:765><HIGHLIGHT 778:765><HIGHLIGHT 779:765><HIGHLIGHT 780:765><HIGHLIGHT 781:765><HIGHLIGHT 782:765><HIGHLIGHT 783:765><HIGHLIGHT 784:765><HIGHLIGHT 785:765><HIGHLIGHT 786:765><HIGHLIGHT 787:765><HIGHLIGHT 788:765><HIGHLIGHT 789:765><HIGHLIGHT 790:765><HIGHLIGHT 791:765><HIGHLIGHT 792:765><HIGHLIGHT 793:765><HIGHLIGHT 794:765><HIGHLIGHT 795:765><RIGHT19><HIGHLIGHT 796:765><RIGHT1><BACKSPACE1>,1.424,end PP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
<UP1><DOWN1>,46.577,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
Although many in our generation may argu<BACKSPACE1>ie<BACKSPACE2>ue for the,1.25,mid PP,8,17,NA,1,1,NA,1,NA,NA,NA,NA,NA,18
pros of,3.581,mid PP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"online l<BACKSPACE1>daytin<BACKSPACE4>ting, there ar<BACKSPACE1>",1.007,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
re many \9<BACKSPACE2>(myself in <BACKSPACE1>cluded\\<BACKSPACE1>) <BACKSPACE3>) that feel the online presence takes away from the opportunity to,1.15,mid VP,2,82,NA,1,1,2,NA,NA,NA,NA,1,NA,18
truly connect with,1.278,end VP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
the person you are meeting.,14.735,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18
This belief stems from a variert<BACKSPACE2>ty of,3.297,mid NP,0,23,1,NA,1,NA,1,NA,NA,NA,NA,NA,18
"reasons, the main points being that",4.255,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
<BACKSPACE1>: the presence of a sc<BACKSPACE50>.,1.023,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
Personaiu<BACKSPACE2>lity<BACKSPACE1>ies are not als<BACKSPACE1>ways,1.311,mid NP,0,14,1,NA,NA,NA,1,NA,NA,NA,NA,NA,18
accuir<BACKSPACE2>rately represented online,2.848,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18
<UP1><RIGHT53>and physiuca<BACKSPACE4>ca<BACKSPACE2>ical appear <BACKSPACE1>ance <RIGHT44>,1.009,mid NP,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
.,1.186,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
Addti,1.39,mid word,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,18
"<BACKSPACE2>u<BACKSPACE1>itionally,",27.406,end NP,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
online,1.727,mid NP,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,18
interactions resctrict <BACKSPACE8>strict the,2.464,mid NP,0,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18
types of activites you can particui<BACKSPACE2>ipate in,1.951,end VP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"with your partener. <BACKSPACE7>tner. Finall,y<BACKSPACE2>y,",9.392,end NP,19,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1,18
<UP4><RIGHT18><BACKSPACE4>others,3.184,mid NP,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
<DOWN3><LEFT6>,2.872,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
<DOWN1>,10.255,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
there are a,1.086,mid NP,10,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,18
few of the five love <BACKSPACE5>standard love lagn<BACKSPACE2>ngayu<BACKSPACE3>uages that cannot be completed wi<BACKSPACE12>fully completed without,5.023,mid PP,0,38,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,18
physically being present.<ENTER2>,9.747,end sentence,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18
Talk to anyone who has experience meeting a Tinder date and they will tell you quite readily of their \'ca<BACKSPACE4>,1.342,mid NP,0,36,1,1,1,4,1,NA,NA,NA,NA,NA,18
:<BACKSPACE1>@c<BACKSPACE2>,1.311,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
<SPACE>,6.271,mid NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
catfish horror story.,7.535,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
Cats<BACKSPACE1>f<BACKSPACE4>\<BACKSPACE1>Cas<BACKSPACE1>tis<BACKSPACE2>fish here refers to the,5.134,mid NP,0,18,1,NA,NA,NA,1,NA,NA,NA,NA,NA,18
<BACKSPACE4>someone who,1.229,mid NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18
"has altered their photos, or purposefulll<BACKSPACE1>y posed them in some way that does not accurae<BACKSPACE1>teyl<BACKSPACE2>ly depcit<BACKSPACE3>ict their physiuca<BACKSPACE5>sical appearance. Thie<BACKSPACE1>s <BACKSPACE5>This can be d<BACKSPACE1>negative for may <BACKSPACE2>ny reasons. Maybe you are not acrt<BACKSPACE2>tually attracted to how this person looks, or maybe",1.343,end NP,124,0,NA,2,NA,7,NA,1,NA,NA,NA,NA,18
"starting off the relationship with what is l<BACKSPACE1>blatantly a lie sets <BACKSPACE5>run<BACKSPACE1>ins the foundation that you would have built ipon<BACKSPACE4>upon. On top of that, may<BACKSPACE1>ny",7.488,end NP,0,0,2,1,NA,3,2,NA,1,NA,NA,NA,18
<BACKSPACE5>,1.2,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
we represented <BACKSPACE3> ourselves differently online as well <BACKSPACE1>. Someone who is more conc<BACKSPACE1>e<BACKSPACE1>servative in nature may set their political preference to,2.111,mid PP,0,37,1,NA,NA,3,2,NA,NA,NA,NA,NA,18
moderati<BACKSPACE1>e,5.472,end sentence,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,18
<BACKSPACE1>,1.167,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
in hipes o<BACKSPACE6>opes of attractin<BACKSPACE1>ng a larfe<BACKSPACE2>ger array of dates,2.207,end sentence,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,18
.,4.991,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"During i<BACKSPACE1>an in-person date, there are",1.198,end VP,0,9,1,NA,NA,NA,NA,NA,NA,1,NA,NA,18
many<BACKSPACE4>,1.584,end VP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
opportunities to see how they tr<BACKSPACE2>interact with the people and world around that<BACKSPACE2>em that may,1.598,mid VP,0,71,1,NA,NA,4,NA,NA,NA,NA,1,NA,18
reveal the truth of their personalit<BACKSPACE1>ty.,7.537,end sentence,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,18
Online l<BACKSPACE1>daying<BACKSPACE13>,4.112,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
Someone who is,1.903,end VP,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,18
quiet and reserved online may be,1.647,end VP,0,6,NA,NA,2,1,NA,NA,NA,NA,NA,NA,18
vibrant aj<BACKSPACE1>nd social in-person \9or<BACKSPACE4>(or vice versa\0<BACKSPACE2>).,3.519,end sentence,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,18
To get a trie <BACKSPACE3>ue,5.695,mid NP,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,18
read on,1.231,mid PP,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"som<BACKSPACE3>who someone is,",1.536,end clause,0,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,18
it is necessary to sl<BACKSPACE2>,1.424,mid NP,5,2,NA,1,NA,1,NA,NA,NA,NA,1,NA,18
look themn <BACKSPACE2> in the eye and,7.087,end NP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
observe how they,1.262,end NP,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
go through their <BACKSPACE17>represent themselves in different environments.,1.247,end sentence,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,18
<ENTER2>,6.065,end sentence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
Online day<BACKSPACE1>ting ah<BACKSPACE2>a<BACKSPACE1>has come far in the scope nad <BACKSPACE4>and types of activie<BACKSPACE1>ties you can,2.431,mid VP,0,57,1,NA,NA,4,1,NA,NA,NA,NA,NA,18
partk<BACKSPACE1>ake in\; <BACKSPACE4>,1.536,mid word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"n: videochats,",4.669,end NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18
"screensharing a Netflix film together,",3.055,end NP,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,18
"vi<BACKSPACE2>gamin<BACKSPACE2>ing,",1.792,end NP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18
"etc. are all very popuklar<BACKSPACE4>lar options. ThIS <BACKSPACE3>is is great, but compared to the breadth of opportunities avia<BACKSPACE2>ailable",1.631,end clause,42,54,1,1,NA,2,NA,NA,NA,NA,1,NA,18
"for in-person dates, it doesn't hold a d<BACKSPACE1>candel. <BACKSPACE4>le.",8.802,end sentence,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,18
If your passion is,5.711,end VP,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,18
